traj_id,t,y,u
3,0.0,0.2594578266143799,1.0
3,0.015640273690223694,0.2580451965332031,1.0
3,0.03128054738044739,0.25679463148117065,1.0
3,0.04692082107067108,0.255708783864975,1.0
3,0.06256109476089478,0.25479036569595337,1.0
3,0.07820136845111847,0.25404202938079834,1.0
3,0.09384164214134216,0.25346648693084717,1.0
3,0.10948191583156586,0.25306642055511475,1.0
3,0.12512218952178955,0.25284451246261597,1.0
3,0.14076246321201324,0.25280341506004333,1.0
3,0.15640273690223694,0.25294584035873413,1.0
3,0.17204301059246063,0.25327444076538086,1.0
3,0.18768328428268433,0.2537918984889984,1.0
3,0.20332355797290802,0.2545008659362793,1.0
3,0.2189638316631317,0.25540396571159363,1.0
3,0.2346041053533554,0.2565038502216339,1.0
3,0.2502443790435791,0.2578031122684479,1.0
3,0.265884667634964,0.25930437445640564,1.0
3,0.2815249264240265,0.26101019978523254,1.0
3,0.2971652150154114,0.2629231810569763,1.0
3,0.3128054738044739,0.26504582166671753,1.0
3,0.32844576239585876,0.26738065481185913,1.0
3,0.34408602118492126,0.2699301540851593,1.0
3,0.35972630977630615,0.27269676327705383,1.0
3,0.37536656856536865,0.2756829261779785,1.0
3,0.39100685715675354,0.27889102697372437,1.0
3,0.40664711594581604,0.2823233902454376,1.0
3,0.4222874045372009,0.2859823405742645,1.0
3,0.4379276633262634,0.28987014293670654,1.0
3,0.4535679519176483,0.29398900270462036,1.0
3,0.4692082107067108,0.2983410656452179,1.0
3,0.4848484992980957,0.30292844772338867,1.0
3,0.5004887580871582,0.30775317549705505,1.0
3,0.5161290168762207,0.312817245721817,1.0
3,0.531769335269928,0.3181225657463074,1.0
3,0.5474095940589905,0.3236709535121918,1.0
3,0.563049852848053,0.3294641673564911,1.0
3,0.5786901116371155,0.33550387620925903,1.0
3,0.5943304300308228,0.34179168939590454,1.0
3,0.6099706888198853,0.3483290672302246,1.0
3,0.6256109476089478,0.35511741042137146,1.0
3,0.6412512063980103,0.36215800046920776,1.0
3,0.6568915247917175,0.36945202946662903,1.0
3,0.67253178358078,0.37700048089027405,1.0
3,0.6881720423698425,0.38480430841445923,1.0
3,0.703812301158905,0.39286428689956665,1.0
3,0.7194526195526123,0.40118110179901123,1.0
3,0.7350928783416748,0.4097552001476288,1.0
3,0.7507331371307373,0.41858693957328796,1.0
3,0.7663733959197998,0.4276764690876007,1.0
3,0.7820137143135071,0.4370238184928894,1.0
3,0.7976539731025696,0.44662874937057495,1.0
3,0.8132942318916321,0.4564908742904663,1.0
3,0.8289344906806946,0.4666096270084381,1.0
3,0.8445748090744019,0.47698426246643066,1.0
3,0.8602150678634644,0.4876136779785156,1.0
3,0.8758553266525269,0.4984966218471527,1.0
3,0.8914955854415894,0.5096316337585449,1.0
3,0.9071359038352966,0.5210170149803162,1.0
3,0.9227761626243591,0.5326506495475769,1.0
3,0.9384164214134216,0.5445302724838257,1.0
3,0.9540566802024841,0.5566533207893372,1.0
3,0.9696969985961914,0.5690169930458069,1.0
3,0.9853372573852539,0.581618070602417,1.0
3,1.0009775161743164,0.5944530963897705,1.0
3,1.016617774963379,0.6075182557106018,1.0
3,1.0322580337524414,0.6208094358444214,1.0
3,1.047898292541504,0.6343221664428711,1.0
3,1.063538670539856,0.6480517983436584,1.0
3,1.0791789293289185,0.6619929075241089,1.0
3,1.094819188117981,0.6761400699615479,1.0
3,1.1104594469070435,0.6904873847961426,1.0
3,1.126099705696106,0.7050285935401917,1.0
3,1.1417399644851685,0.7197570204734802,1.0
3,1.157380223274231,0.7346656918525696,1.0
3,1.1730204820632935,0.7497472167015076,1.0
3,1.1886608600616455,0.7649939060211182,1.0
3,1.204301118850708,0.780397355556488,1.0
3,1.2199413776397705,0.7959491014480591,1.0
3,1.235581636428833,0.8116403222084045,1.0
3,1.2512218952178955,0.8274616599082947,1.0
3,1.266862154006958,0.8434035181999207,1.0
3,1.2825024127960205,0.8594558835029602,1.0
3,1.298142671585083,0.8756084442138672,1.0
3,1.313783049583435,0.8918506503105164,1.0
3,1.3294233083724976,0.9081712365150452,1.0
3,1.34506356716156,0.9245591163635254,1.0
3,1.3607038259506226,0.9410026669502258,1.0
3,1.376344084739685,0.9574901461601257,1.0
3,1.3919843435287476,0.9740095138549805,1.0
3,1.40762460231781,0.9905484914779663,1.0
3,1.4232648611068726,1.0070946216583252,1.0
3,1.4389052391052246,1.0236353874206543,1.0
3,1.454545497894287,1.0401579141616821,1.0
3,1.4701857566833496,1.0566494464874268,1.0
3,1.485826015472412,1.0730971097946167,1.0
3,1.5014662742614746,1.0894880294799805,1.0
3,1.517106533050537,1.105809211730957,1.0
3,1.5327467918395996,1.122047781944275,1.0
3,1.548387050628662,1.1381908655166626,1.0
3,1.5640274286270142,1.1542259454727173,1.0
3,1.5796676874160767,1.1701401472091675,1.0
3,1.5953079462051392,1.1859211921691895,1.0
3,1.6109482049942017,1.201556921005249,1.0
3,1.6265884637832642,1.2170354127883911,1.0
3,1.6422287225723267,1.2323449850082397,1.0
3,1.6578689813613892,1.247474193572998,1.0
3,1.6735092401504517,1.262412190437317,1.0
3,1.6891496181488037,1.2771483659744263,1.0
3,1.7047898769378662,1.2916722297668457,1.0
3,1.7204301357269287,1.3059741258621216,1.0
3,1.7360703945159912,1.3200446367263794,1.0
3,1.7517106533050537,1.3338748216629028,1.0
3,1.7673509120941162,1.3474563360214233,1.0
3,1.7829911708831787,1.3607813119888306,1.0
3,1.7986314296722412,1.3738422393798828,1.0
3,1.8142718076705933,1.3866324424743652,1.0
3,1.8299120664596558,1.399145483970642,1.0
3,1.8455523252487183,1.4113755226135254,1.0
3,1.8611925840377808,1.423317551612854,1.0
3,1.8768328428268433,1.434966802597046,1.0
3,1.8924731016159058,1.4463191032409668,1.0
3,1.9081133604049683,1.4573709964752197,1.0
3,1.9237536191940308,1.468119502067566,1.0
3,1.9393939971923828,1.4785621166229248,1.0
3,1.9550342559814453,1.4886966943740845,1.0
3,1.9706745147705078,1.4985219240188599,1.0
3,1.9863147735595703,1.5080368518829346,1.0
3,2.001955032348633,1.51724112033844,1.0
3,2.0175952911376953,1.5261346101760864,1.0
3,2.033235549926758,1.5347177982330322,1.0
3,2.0488758087158203,1.5429915189743042,1.0
3,2.064516067504883,1.5509570837020874,1.0
3,2.0801563262939453,1.5586161613464355,1.0
3,2.095796585083008,1.5659708976745605,1.0
3,2.1114368438720703,1.5730235576629639,1.0
3,2.127077341079712,1.5797770023345947,1.0
3,2.1427175998687744,1.5862339735031128,1.0
3,2.158357858657837,1.5923980474472046,1.0
3,2.1739981174468994,1.5982725620269775,1.0
3,2.189638376235962,1.6038614511489868,1.0
3,2.2052786350250244,1.6091686487197876,1.0
3,2.220918893814087,1.6141984462738037,1.0
3,2.2365591526031494,1.618955135345459,1.0
3,2.252199411392212,1.6234432458877563,1.0
3,2.2678396701812744,1.6276674270629883,1.0
3,2.283479928970337,1.6316324472427368,1.0
3,2.2991201877593994,1.635343313217163,1.0
3,2.314760446548462,1.6388047933578491,1.0
3,2.3304007053375244,1.6420220136642456,1.0
3,2.346040964126587,1.6450001001358032,1.0
3,2.3616812229156494,1.647744059562683,1.0
3,2.377321720123291,1.650259017944336,1.0
3,2.3929619789123535,1.652550220489502,1.0
3,2.408602237701416,1.6546226739883423,1.0
3,2.4242424964904785,1.6564816236495972,1.0
3,2.439882755279541,1.6581321954727173,1.0
3,2.4555230140686035,1.6595793962478638,1.0
3,2.471163272857666,1.6608282327651978,1.0
3,2.4868035316467285,1.66188383102417,1.0
3,2.502443790435791,1.6627509593963623,1.0
3,2.5180840492248535,1.663434624671936,1.0
3,2.533724308013916,1.6639395952224731,1.0
3,2.5493645668029785,1.6642706394195557,1.0
3,2.565004825592041,1.6644322872161865,1.0
3,2.5806450843811035,1.6644293069839478,1.0
3,2.596285343170166,1.6642661094665527,1.0
3,2.6119256019592285,1.6639471054077148,1.0
3,2.62756609916687,1.663476586341858,1.0
3,2.6432063579559326,1.6628588438034058,1.0
3,2.658846616744995,1.6620979309082031,1.0
3,2.6744868755340576,1.6611980199813843,1.0
3,2.69012713432312,1.6601630449295044,1.0
3,2.7057673931121826,1.658996820449829,1.0
3,2.721407651901245,1.6577030420303345,1.0
3,2.7370479106903076,1.6562855243682861,1.0
3,2.75268816947937,1.654747724533081,1.0
3,2.7683284282684326,1.6530930995941162,1.0
3,2.783968687057495,1.6513251066207886,1.0
3,2.7996089458465576,1.6494470834732056,1.0
3,2.81524920463562,1.6474621295928955,1.0
3,2.8308894634246826,1.6453734636306763,1.0
3,2.846529722213745,1.6431840658187866,1.0
3,2.8621699810028076,1.6408967971801758,1.0
3,2.877810478210449,1.638514518737793,1.0
3,2.8934507369995117,1.6360400915145874,1.0
3,2.909090995788574,1.6334761381149292,1.0
3,2.9247312545776367,1.6308252811431885,1.0
3,2.940371513366699,1.6280900239944458,1.0
3,2.9560117721557617,1.6252727508544922,1.0
3,2.971652030944824,1.6223759651184082,1.0
3,2.9872922897338867,1.6194018125534058,1.0
3,3.002932548522949,1.6163525581359863,1.0
3,3.0185728073120117,1.6132303476333618,1.0
3,3.034213066101074,1.6100373268127441,1.0
3,3.0498533248901367,1.6067754030227661,1.0
3,3.065493583679199,1.60344660282135,1.0
3,3.0811338424682617,1.600052833557129,1.0
3,3.096774101257324,1.5965958833694458,1.0
3,3.1124143600463867,1.5930774211883545,1.0
3,3.1280548572540283,1.5894992351531982,1.0
3,3.143695116043091,1.5858629941940308,1.0
3,3.1593353748321533,1.5821702480316162,1.0
3,3.174975633621216,1.5784225463867188,1.0
3,3.1906158924102783,1.5746214389801025,1.0
3,3.206256151199341,1.5707683563232422,1.0
3,3.2218964099884033,1.5668646097183228,1.0
3,3.237536668777466,1.5629116296768188,1.0
3,3.2531769275665283,1.5589107275009155,1.0
3,3.268817186355591,1.5548630952835083,1.0
3,3.2844574451446533,1.5507699251174927,1.0
3,3.300097703933716,1.5466325283050537,1.0
3,3.3157379627227783,1.5424519777297974,1.0
3,3.331378221511841,1.5382293462753296,1.0
3,3.3470184803009033,1.5339657068252563,1.0
3,3.362658739089966,1.5296621322631836,1.0
3,3.3782992362976074,1.5253194570541382,1.0
3,3.39393949508667,1.5209388732910156,1.0
3,3.4095797538757324,1.5165212154388428,1.0
3,3.425220012664795,1.5120673179626465,1.0
3,3.4408602714538574,1.5075781345367432,1.0
3,3.45650053024292,1.5030544996261597,1.0
3,3.4721407890319824,1.4984972476959229,1.0
3,3.487781047821045,1.4939072132110596,1.0
3,3.5034213066101074,1.4892849922180176,1.0
3,3.51906156539917,1.4846315383911133,1.0
3,3.5347018241882324,1.4799474477767944,1.0
